"","WT1","WT2","WT3","muMT1","muMT2"
"Gm45155",0,0,0,0,0
"Gm23229",0,0,0,0,0
"Gm35309",0,0,0,0,0
"Syt17",1276,1583,2188,975,2008
"Gm44652",0,0,0,0,0
"Itpripl2",139,193,289,112,153
"Coq7",555,874,875,745,869
"Tmc7",287,322,391,206,322
"B230311B06Rik",15,33,50,39,61
"Tmc5",2,4,1,2,1
"Gm45236",0,0,0,0,0
"Gde1",3976,6224,6491,4651,5852
"Ccp110",956,1565,1846,935,1511
"Vps35l",727,1058,1161,831,1065
"1700016B15Rik",0,0,0,1,1
"Gm44549",0,0,0,0,1
"Gm44550",3,8,8,1,8
"Gm26147",0,0,0,0,0
"Knop1",441,694,844,476,625
"Iqck",40,104,112,67,97
"Gm44763",43,80,96,51,55
"Gprc5b",2782,4209,5002,3170,4518
"Gpr139",24,13,21,9,10
"Gm4083",0,0,0,0,0
"Gm23321",0,0,0,0,0
"Gp2",0,4,0,0,1
"Umod",0,0,0,0,0
"Gm44588",0,0,0,0,0
"Pdilt",0,0,0,0,0
"Gm37518",0,0,1,0,0
"Gm26967",0,0,0,0,0
"Acsm5",4,5,3,5,3
"Acsm2",0,0,0,0,0
"Gm39078",0,0,0,0,0
"Acsm1",0,0,0,0,0
"Gm19950",0,0,0,0,0
"Gm45792",0,0,0,0,0
"Acsm4",2,1,1,1,0
"Thumpd1",1285,1968,2181,1375,2033
"Gm44866",2,6,17,6,6
"Ppp1ccb",29,29,46,24,39
"Gm19963",11,15,23,12,13
"Gm44966",0,2,0,0,1
"Acsm3",6,9,15,7,7
"Eri2",171,217,257,142,257
"Rexo5",2,22,26,14,18
"Dcun1d3",371,478,628,337,480
"Lyrm1",130,162,166,141,168
"Dnah3",5,26,23,17,21
"Gm25217",0,0,0,0,0
"4930560O18Rik",1,3,0,0,1
"Tmem159",200,302,366,176,310
"Zp2",5,3,5,1,3
"4930505K13Rik",0,0,0,0,0
"Anks4b",7,2,9,2,6
"Crym",5226,6349,8120,4413,7841
"Abca14",0,0,0,0,1
"Abca15",0,1,0,0,0
"Abca16",0,0,0,0,0
"Gm9165",0,0,0,0,1
"Gm16475",0,0,1,0,0
"Gm32916",1,0,2,0,1
"E130201H02Rik",3,11,8,1,4
"Gm45113",1,0,1,0,0
"Gm45112",8,6,6,6,9
"Uqcrc2",3979,5385,6364,3761,5369
"Pdzd9",13,21,27,15,29
"4930588G17Rik",1,0,4,0,1
"9030407P20Rik",106,148,191,140,151
"Mosmo",1389,1982,2632,1160,1998
"Gm44661",0,0,0,0,0
"Vwa3a",75,266,277,169,246
"Gm5737",1,8,5,2,3
"Eef2k",603,823,1089,640,863
"Gm15774",2,1,0,0,0
"Gm45047",0,1,0,0,0
"Polr3e",615,897,1036,583,844
"Cdr2",158,805,704,367,456
"Mfsd13b",9,14,17,11,18
"Gm9234",12,12,8,8,11
"Gm25924",0,0,0,0,0
"Gm9905",19,23,30,21,19
"Mettl9",931,1464,1474,1211,1577
"Gm45137",1,1,0,0,2
"Gm27991",0,0,0,0,0
"Gm44901",0,0,0,1,0
"2210406H18Rik",0,0,1,1,1
"Igsf6",17,20,15,16,30
"Otoa",0,5,2,1,0
"Gm9240",0,0,0,0,0
"Gm45079",0,0,0,0,0
"4930486N12Rik",0,0,0,0,0
"Gm36736",1,2,2,1,1
"Hs3st2",229,426,285,258,190
"4933432K03Rik",1,0,0,1,2
"1700025J12Rik",0,0,0,0,0
"Usp31",1719,2256,3047,1344,2322
"1700069B07Rik",0,0,4,1,3
"Scnn1g",11,3,7,5,5
"Gm44740",0,0,0,0,0
"Scnn1b",0,2,6,1,0
"Cog7",751,1149,1330,822,1084
"Gm44987",0,0,0,0,1
"Gga2",416,629,829,460,647
"Ears2",129,195,192,120,185
"Ubfd1",1119,1486,2036,999,1495
"Ndufab1",1125,1750,1746,1288,1610
"Gm44986",1,0,4,0,2
"Palb2",14,31,38,16,33
"Gm16326",0,0,0,0,0
"Dctn5",1551,2198,2532,1627,2182
"Gm15489",1,3,1,1,2
"Plk1",14,22,18,18,22
"Gm44985",3,0,0,1,3
"Ern2",0,0,3,0,0
"Chp2",19,29,44,13,22
"Gm29977",0,0,3,0,0
"Gm23614",0,0,0,0,0
"Prkcb",6781,9998,10885,6551,9023
"Gm45191",0,2,1,1,1
"Gm44664",1,0,0,0,0
"Gm44663",0,0,0,0,0
"Gm14388",5,1,1,3,3
"Gm26414",0,0,0,0,0
"Gm44745",1,0,0,0,1
"Gm14389",0,0,0,0,0
"Gm44746",0,0,3,1,1
"Cacng3",923,1130,1200,804,1044
"Gm44749",0,0,0,0,0
"Gm29759",0,0,0,0,0
"Rbbp6",1698,2460,2856,1549,2378
"4930413G21Rik",52,79,83,43,57
"Gm20274",1,2,0,1,1
"Gm6905",0,1,1,0,0
"Gm45846",2,6,7,2,2
"Gm45847",82,126,127,83,128
"Tnrc6a",814,1132,1506,721,1065
"Slc5a11",4,8,14,7,8
"Arhgap17",135,264,310,185,240
"Lcmt1",638,1027,1066,809,1036
"Gm23559",0,0,0,0,0
"Aqp8",0,0,0,0,0
"Zkscan2",235,309,498,157,269
"Gm23788",0,0,0,0,0
"Gm26974",30,18,19,9,26
"Gm27040",9,14,9,7,16
"Hs3st4",2282,3675,4040,2101,3479
"Gm25759",0,0,0,0,0
"Gm15338",0,0,0,0,0
"Gm15339",0,0,0,0,0
"Gm23168",0,0,0,0,0
"3100003L05Rik",1,0,3,2,3
"Gm45092",0,0,0,0,0
"Gm45093",0,0,0,0,0
"Glud-ps",5,6,10,3,4
"Gm21957",0,0,0,0,0
"4933440M02Rik",0,0,0,1,3
"4930533L02Rik",0,0,0,0,0
"4930571K23Rik",0,0,0,0,0
"Gm30717",0,0,0,0,0
"Kdm8",60,83,119,57,81
"Nsmce1",180,294,293,262,323
"Gm4973",0,3,2,0,0
"Il4ra",111,110,183,84,109
"Gm44876",0,0,0,0,0
"Il21r",26,42,36,32,37
"Gtf3c1",2600,3573,4604,2381,3294
"D430042O09Rik",277,433,565,236,412
"Gsg1l",819,867,1009,649,599
"Gm44874",0,0,0,0,0
"Xpo6",1352,1903,2206,1264,1718
"Gm17137",0,0,0,0,0
"Gm17136",0,0,0,0,0
"1700123J17Rik",0,0,0,0,0
"Gm44703",0,0,0,0,0
"Sbk1",2007,2864,3407,1975,3079
"Gm10155",0,0,0,0,0
"Gm30928",1,3,2,1,1
"Lat",1,7,9,3,3
"Mir7058",0,0,0,0,0
"Spns1",1036,1472,1654,1096,1369
"Nfatc2ip",107,136,217,100,167
"Gm45141",3,1,1,2,0
"Cd19",0,1,0,0,0
"Rabep2",179,247,311,208,227
"Atp2a1",4,5,8,2,4
"Sh2b1",1392,1902,2260,1370,1943
"Tufm",1011,1420,1556,1055,1392
"Atxn2l",1183,1728,2291,973,1485
"Eif3c",4463,6208,7467,4520,6219
"Gm24596",0,0,0,0,0
"Gm25579",1,1,0,2,1
"Cln3",195,297,322,267,312
"Mir7059",0,0,0,0,0
"Apobr",17,31,43,21,38
"Il27",1,1,0,1,1
"Nupr1",102,172,192,86,116
"2510046G10Rik",13,9,13,17,16
"Sgf29",132,253,244,205,228
"Sult1a1",284,411,418,223,331
"Gm6939",4,13,12,9,11
"Slx1b",249,445,436,355,424
"Bola2",540,855,825,760,933
"Coro1a",2276,3547,3676,2659,3427
"Snrp1c-ps1",0,0,0,0,0
"4930448A20Rik",0,0,0,0,0
"Gm44824",0,0,0,0,0
"Gm44855",0,0,0,0,0
"Mapk3",3726,5101,5466,4057,5269
"Gdpd3",6,14,12,7,9
"Gm9967",5,9,24,15,9
"Ypel3",3068,4492,4307,3555,4308
"Tbx6",1,6,15,8,8
"Ppp4c",883,1232,1303,1029,1366
"Aldoa",43948,61896,68744,46525,64473
"Fam57b",957,1263,1439,915,1203
"Gm44856",0,0,0,0,0
"4930451I11Rik",1,2,0,0,0
"Gm44854",0,1,0,0,0
"Doc2a",254,245,289,139,185
"Ino80e",565,820,907,621,855
"Hirip3",456,768,876,482,654
"Taok2",2740,3778,4601,2494,3721
"Tmem219",262,384,419,343,444
"Gm20650",0,0,0,0,0
"Gm23445",0,0,0,0,0
"Kctd13",2555,3676,3957,2814,3725
"Gm44735",0,2,3,0,1
"Gm21984",96,123,166,66,141
"Asphd1",544,719,823,560,615
"Sez6l2",7105,9854,11778,7251,9860
"Cdiptos",15,22,35,26,19
"Cdipt",2637,3977,4360,2992,4037
"Mvp",166,333,362,251,313
"Pagr1b",0,0,0,0,0
"Pagr1a",2,1,1,2,0
"Gm42742",26,50,58,25,34
"Prrt2",103,135,166,74,135
"Maz",3473,4811,5479,3312,4707
"Kif22",48,93,78,60,77
"Gm31749",4,4,2,2,4
"Gm25333",0,0,0,0,0
"Gm44343",0,0,0,0,0
"Zg16",0,0,0,0,0
"Gm44939",0,0,0,0,0
"Gm22747",0,0,0,0,0
"AI467606",28,42,45,32,53
"Qprt",16,22,20,17,27
"Spn",6,15,19,7,19
"Gm18561",0,0,0,0,0
"Gm44940",0,0,0,0,0
"Gm25735",0,0,0,0,0
"Cd2bp2",1893,2881,3289,2058,2974
"Tbc1d10b",1924,2710,3141,2022,2947
"Mylpf",15,29,18,26,26
"Sept1",30,54,34,35,53
"Zfp553",507,696,953,516,725
"Zfp771",390,691,634,471,571
"Dctpp1",161,259,249,213,290
"Sephs2",750,1137,1163,930,1096
"Gm44729",10,10,18,14,19
"Gm17511",0,0,3,1,0
"Gm31897",0,0,0,0,1
"Itgal",26,10,11,10,6
"Zfp768",223,330,343,194,250
"Zfp747",82,132,165,80,141
"9130019O22Rik",53,113,109,65,109
"E430018J23Rik",131,179,236,132,183
"Smt3h2-ps2",0,1,0,0,0
"Zfp764",81,158,175,82,128
"Gm33080",0,0,0,0,0
"Zfp688",202,290,362,235,310
"Gm45184",2,0,1,1,0
"Zfp689",163,212,199,135,170
"B130055M24Rik",33,31,56,25,36
"Gm45110",2,2,5,1,2
"Prr14",365,560,734,413,526
"Fbrs",679,858,1058,643,860
"Mir7060",0,0,1,0,0
"Gm47278",0,0,0,0,0
"1700008J07Rik",59,70,57,50,82
"Srcap",80,82,165,45,87
"Gm42715",16,44,39,33,36
"Snora30",2,4,1,1,0
"Gm28198",2,2,1,2,4
"Tmem265",0,0,0,0,0
"Phkg2",585,813,928,615,879
"Ccdc189",97,171,172,150,165
"Rnf40",1299,2009,2326,1282,1940
"Gm44759",0,0,0,0,0
"1700120K04Rik",0,0,0,0,0
"Zfp629",565,703,966,494,769
"Gm44760",0,0,0,0,1
"Bcl7c",273,414,479,297,332
"Gm39090",2,2,7,0,2
"Mir762",0,0,0,0,0
"Ctf1",38,88,102,67,73
"Ctf2",0,0,3,2,1
"Fbxl19",1119,1530,1690,920,1356
"Orai3",580,984,1208,688,991
"Setd1a",368,483,587,298,416
"Gm49388",0,0,0,0,0
"9430064I24Rik",4,17,18,16,13
"Hsd3b7",0,2,3,1,1
"Stx1b",8220,10562,12665,6539,9673
"Gm45204",2,2,1,0,0
"Stx4a",805,1413,1429,1074,1314
"Zfp668",272,371,408,259,361
"Zfp646",505,763,952,455,688
"Prss53",8,20,18,12,12
"Gm21974",0,0,0,0,0
"Vkorc1",216,355,316,273,308
"2200002A13Rik",1,0,0,1,1
"Bckdk",918,1347,1411,962,1316
"Kat8",372,585,620,437,586
"Prss8",22,3,51,6,1
"Prss36",143,224,244,197,220
"Fus",4580,6880,8420,5005,6571
"Gm26690",0,0,0,0,0
"Pycard",29,86,74,56,63
"Gm45205",0,0,0,0,3
"Gm15533",0,2,0,1,0
"Trim72",5,4,2,2,3
"Gm19366",0,1,0,1,1
"Gm5738",0,0,0,0,0
"Gm9299",1,0,0,0,1
"Gm22809",0,0,0,0,0
"Itgam",144,219,212,157,226
"Gm49368",0,0,1,0,0
"Gm45700",0,0,0,0,0
"Itgax",2,4,14,6,1
"Gm17831",0,0,0,0,0
"Itgad",7,13,29,11,8
"Gm39091",0,0,0,0,0
"4931431B13Rik",1,1,4,0,0
"Cox6a2",130,104,124,79,92
"Gm44850",4,10,10,0,5
"9130023H24Rik",58,87,113,69,107
"Armc5",398,520,660,412,538
"Tgfb1i1",167,248,309,196,246
"Slc5a2",0,2,2,0,0
"BC017158",276,369,434,271,366
"Mir3103",0,0,0,0,0
"Gm6916",1,3,0,0,2
"Gm44650",0,0,0,0,0
"Rgs10",188,317,319,310,282
"Gm15503",2,2,1,1,2
"Tial1",1146,1643,1920,1011,1531
"Gm32816",0,5,3,1,4
"Gm24365",0,0,0,0,0
"Gm40457",0,0,1,0,0
"Bag3",191,292,346,169,281
"2610306O10Rik",0,0,0,0,0
"Gm45121",0,1,2,0,1
"Gm7258",0,0,0,0,0
"Inpp5f",2593,3175,4109,2232,3045
"Gm43580",0,0,0,0,0
"Gm16044",0,1,3,0,0
"Mcmbp",444,745,778,483,718
"Gm44673",1,0,2,0,0
"Gm44674",0,0,0,0,0
"Gm23783",0,0,0,0,0
"Gm44672",1,0,6,4,3
"Sec23ip",971,1404,1768,975,1403
"n-R5s158",0,0,0,1,0
"Gm32884",0,0,0,0,0
"Gm25778",0,0,0,0,0
"Gm4768",0,2,2,0,0
"Gm4259",0,0,0,0,0
"Plpp4",52,42,77,45,52
"Gm33027",26,34,36,24,37
"Wdr11",1135,1630,2008,1082,1552
"Gm39094",0,0,0,0,0
"Gm33248",0,0,0,0,0
"Gm44778",0,0,0,0,0
"Gm4265",0,2,2,0,3
"Gm23847",0,0,0,0,0
"Fgfr2",730,1321,1357,1043,1338
"Gm5903",1,2,4,1,2
"Ate1",1494,2199,2655,1310,2175
"Gm45719",0,0,3,0,1
"Gm44647",2,2,0,1,2
"Gm4275",0,0,0,2,1
"Gm27884",0,0,0,0,0
"Nsmce4a",796,1163,1257,961,1215
"Tacc2",1547,2155,2593,1616,2046
"4930513N20Rik",0,0,1,0,0
"Gm6108",3,3,3,7,2
"Etos1",0,0,0,0,0
"Btbd16",12,36,51,31,50
"Gm5602",24,36,40,39,35
"Plekha1",1536,2398,2852,1483,2278
"Mir7061",0,0,0,0,0
"Htra1",4027,5854,5677,3757,4660
"Dmbt1",0,0,1,1,0
"4933402N03Rik",0,0,1,0,0
"1700029B22Rik",0,0,0,0,0
"5430419D17Rik",1,4,5,9,7
"Cuzd1",2,8,4,8,3
"Fam24b",0,9,3,4,4
"Fam24a",3,13,8,10,4
"2310057M21Rik",381,567,673,400,519
"Pstk",232,294,338,313,305
"Gm44623",15,42,25,21,27
"Ikzf5",94,144,147,69,124
"Gm44624",0,2,0,0,2
"Gm44625",0,0,1,0,0
"Acadsb",1197,1796,2111,1193,1836
"Gm44982",0,1,2,0,0
"Gm18600",0,0,0,0,0
"Gm44984",0,3,0,0,1
"Gm45105",0,0,0,0,0
"Hmx3",0,1,0,0,2
"Hmx2",0,0,0,1,0
"Bub3",1554,2200,2460,1706,2293
"Gm16477",0,0,0,2,0
"Gm4585",0,0,0,0,0
"Gm44547",0,0,0,0,0
"Gm44546",0,0,0,0,0
"Gm44548",0,0,0,0,0
"Gpr26",2493,2611,3540,1519,2231
"Cpxm2",41,78,100,46,58
"n-R5s159",0,0,0,0,0
"Gm15677",2,1,0,1,1
"Chst15",819,1250,1556,829,1183
"Gm44891",3,3,5,2,4
"Gm10584",7,6,13,6,6
"Gm44892",1,2,2,0,1
"Gm34908",1,0,1,0,0
"Gm44893",0,0,0,0,0
"Gm35147",3,3,4,0,2
"Gm4587",0,0,0,0,0
"Oat",1915,2785,3140,2138,2783
"Nkx1-2",0,0,2,0,0
"Gm16764",0,0,0,0,0
"Lhpp",227,369,401,269,379
"Gm15582",0,1,0,0,0
"Fam53b",449,744,828,589,840
"Eef1akmt2",281,485,482,315,441
"Gm45501",0,3,5,2,2
"Abraxas2",531,755,846,485,726
"1500002F19Rik",2,6,11,8,9
"Gm45502",0,0,0,0,0
"Zranb1",1690,2632,2799,1995,2459
"Gm15718",0,3,4,0,3
"Ctbp2",423,624,730,431,618
"B930086L07Rik",0,1,0,0,0
"4930483O08Rik",2,2,6,4,4
"Gm45672",0,0,0,0,0
"Tex36",0,0,0,0,0
"Gm35625",0,0,0,0,0
"Gm45671",0,0,1,0,1
"Gm28747",0,0,1,0,0
"Edrf1",472,633,858,413,623
"Mmp21",0,1,1,1,1
"Uros",341,497,511,364,491
"Bccip",876,1321,1407,984,1302
"Dhx32",508,707,871,535,665
"Gm15483",0,1,2,2,0
"Gm45670",1,2,0,0,2
"Fank1",35,90,71,63,55
"Adam12",63,70,151,51,81
"Gm23631",0,0,0,0,0
"Gm19514",0,0,0,0,0
"A130023I24Rik",0,0,0,0,0
"D7Ertd443e",66,128,103,87,119
"Gm4593",5,11,8,7,6
"Gm9333",1,5,5,3,0
"Dock1",392,590,732,382,542
"Fam196a",122,143,202,92,138
"Gm45532",0,0,0,0,0
"Gm45597",3,0,0,5,1
"Gm24581",0,0,0,0,0
"1700120G07Rik",0,1,0,0,0
"Nps",0,2,2,0,2
"Gm45339",0,0,0,0,0
"4930544L04Rik",0,0,0,0,0
"Foxi2",0,0,2,0,1
"Gm36356",7,7,12,6,9
"Clrn3",0,0,0,0,0
"Ptpre",927,1011,1434,631,1142
"Mir1962",0,0,0,0,0
"5830432E09Rik",1,3,2,2,4
"Mki67",25,52,59,26,37
"Gm45240",0,1,1,1,0
"Gm36431",0,0,0,0,0
"Gm45241",1,1,1,1,2
"6330420H09Rik",94,147,201,121,231
"Gm45440",0,0,0,0,0
"Gm45439",0,1,0,0,2
"Gm9341",0,1,0,0,0
"Gm36737",0,3,2,2,5
"C030029H02Rik",47,112,112,101,126
"Gm45426",5,10,6,2,9
"C230079O03Rik",1,0,0,0,0
"Gm36849",1,0,2,0,1
"Gm24444",0,0,0,0,0
"Gm5904",5,3,4,4,4
"Gm6249",0,0,1,0,1
"Gm9347",1,0,2,0,1
"Mgmt",6,15,11,13,11
"Gm45280",0,0,0,0,0
"Gm45499",0,0,0,0,0
"Ebf3",14,86,29,100,44
"Gm45278",0,0,0,0,0
"Gm10578",0,0,0,0,0
"Gm45514",0,0,0,0,0
"Gm17841",0,0,0,0,2
"9430038I01Rik",23,46,46,26,51
"Glrx3",1217,2030,2016,1538,1985
"Gm45397",0,0,0,0,0
"Gm45683",0,0,0,0,0
"Gm45682",0,0,0,0,0
"Gm5650",0,0,0,0,0
"Gm25798",0,0,0,0,0
"Tcerg1l",129,165,176,117,132
"Gm45686",0,1,1,0,0
"4930543N07Rik",0,0,0,0,1
"Gm30808",0,0,0,0,0
"Gm45506",0,0,0,0,0
"Mapk1ip1",365,524,519,393,494
"Ppp2r2d",1213,1797,2015,1232,1624
"Bnip3",1473,2017,2248,1523,1983
"Gm45507",0,0,0,0,0
"Gm18258",0,0,2,0,2
"Gm9358",0,1,1,3,0
"Gm45668",0,0,0,0,0
"Jakmip3",43,42,71,30,48
"Gm45613",0,0,0,0,0
"Dpysl4",519,599,813,427,598
"Stk32c",807,1405,1278,928,1176
"Gm27975",0,0,0,0,0
"Gm45328",0,0,0,0,0
"Lrrc27",43,47,49,27,44
"Pwwp2b",0,0,0,0,0
"Gm32486",0,0,0,0,0
"Inpp5a",484,830,776,648,779
"Nkx6-2",209,390,321,336,290
"Cfap46",29,62,66,25,32
"Gm4459",26,27,29,17,28
"Rpl21-ps13",0,1,1,0,0
"Gm7380",1,0,3,0,1
"Mir6401",0,0,0,0,0
"Adgra1",1136,1004,1459,603,778
"Gm4974",4,4,2,1,3
"Kndc1",2047,2302,3059,1499,2336
"Utf1",0,0,0,1,0
"Gm16201",6,54,46,42,42
"Gm2044",0,0,2,0,0
"mmu-mir-7686",0,0,0,0,0
"Mir202",0,0,0,0,0
"6430531B16Rik",9,15,18,12,17
"Adam8",13,43,50,23,36
"Mir7062",0,1,0,0,0
"Tubgcp2",815,1070,1213,780,1062
"Zfp511",196,362,310,242,298
"Msx3",6,8,1,5,4
"Caly",3448,5128,5005,4170,5080
"Prap1",3,3,3,1,2
"Fuom",343,600,575,555,542
"Echs1",1138,1713,1874,1420,1792
"Paox",132,160,233,129,172
"Mtg1",472,649,748,567,734
"Sprn",4580,6169,7715,4219,6340
"Olfr522",0,0,0,0,0
"Olfr523",1,0,5,1,2
"Olfr524",4,1,0,0,4
"Cd163l1",9,17,11,4,11
"5830411N06Rik",0,2,2,5,0
"Gm45456",1,1,1,0,0
"Olfr525",0,0,0,0,0
"Olfr527",0,0,1,0,0
"Olfr528-ps1",0,0,0,0,0
"Olfr60",0,0,0,0,0
"Olfr529-ps1",0,0,2,0,0
"Olfr530",0,0,0,0,0
"Gm6376",0,0,0,0,0
"Olfr531",0,0,0,0,0
"Olfr532",0,0,0,0,0
"Olfr533",0,1,0,0,0
"Olfr534-ps1",0,0,0,0,0
"Olfr535",0,0,0,0,0
"Olfr536",0,0,0,0,1
"Olfr537-ps1",1,0,0,0,0
"Olfr538",1,1,0,0,0
"Olfr46",1,1,3,0,5
"Olfr61",0,1,0,1,3
"Olfr53",0,3,3,1,2
"Olfr539",14,22,25,16,19
"Olfr540-ps1",0,0,0,0,0
"Olfr45",0,0,0,0,0
"Olfr541",0,1,0,0,0
"Olfr542-ps1",0,0,0,0,0
"Cyp2e1",2,4,8,7,7
"Syce1",0,5,11,4,2
"Gm29799",0,0,0,0,0
"Zfp941",435,501,666,321,425
"Gm45785",0,0,0,0,0
"Urah",12,13,20,24,22
"C330022C24Rik",0,0,1,1,2
"Scgb1c1",1,1,2,1,0
"Odf3",0,4,7,1,1
"Bet1l",619,919,1083,767,1002
"Ric8a",1378,1832,2276,1364,1989
"Sirt3",861,1274,1310,901,1276
"Psmd13",1697,2566,2730,2075,2494
"Gm15542",20,25,36,18,28
"Cox8b",9,151,32,65,64
"BC024386",0,0,0,0,0
"Nlrp6",21,23,36,13,19
"Pgghg",124,238,254,182,216
"Ifitm5",1,1,0,0,0
"Gm45717",0,0,0,0,0
"Ifitm2",140,266,299,182,257
"Ifitm1",75,149,174,71,112
"Gm7514",0,0,0,0,0
"Ifitm3",199,375,401,329,401
"Ifitm6",0,1,2,0,1
"Gm17387",0,0,0,0,0
"Gm45299",1,1,0,1,0
"B4galnt4",1727,2248,2607,1569,2296
"Pkp3",2,13,9,2,10
"Sigirr",26,25,37,36,38
"Ano9",0,0,0,0,0
"Gm24962",0,0,0,0,0
"Ptdss2",946,1255,1498,926,1318
"Rnh1",763,1316,1517,1008,1263
"Gm5905",14,26,21,12,11
"Gm22019",0,0,0,0,0
"Hras",2502,3878,3930,2851,3605
"Lrrc56",71,119,160,89,114
"Lmntd2",2,6,12,15,14
"Rassf7",29,40,52,32,43
"Mir210",0,0,0,0,0
"Phrf1",843,1147,1296,698,1082
"Irf7",38,45,75,59,75
"Cdhr5",0,0,0,0,0
"Sct",1,2,0,2,2
"Drd4",4,5,10,1,8
"Deaf1",973,1360,1485,999,1306
"Tmem80",393,549,627,380,583
"Eps8l2",27,81,134,56,74
"B230206H07Rik",11,36,46,23,46
"Gm25725",0,0,0,0,0
"Taldo1",1911,3148,3121,2600,3236
"Gm4535",0,0,0,0,1
"Gatd1",844,1064,1135,851,1123
"Cend1",5618,7362,8349,5506,7006
"Slc25a22",5618,7741,9366,5194,7894
"Pidd1",20,33,46,23,29
"Rplp2",3583,5642,5432,4761,5614
"Snora52",0,0,0,0,0
"Pnpla2",452,653,782,454,592
"Cracr2b",33,75,97,44,60
"Gm10575",17,25,37,9,22
"Cd151",514,796,913,576,805
"Polr2l",349,526,588,455,568
"Tspan4",258,345,442,262,356
"Chid1",1033,1518,1600,1132,1526
"Gm45416",0,1,0,1,0
"Ap2a2",6063,7966,9389,5270,7917
"Gm16982",5,13,13,2,4
"Mir7063",0,0,0,0,0
"Muc6",2,6,9,2,3
"Muc2",0,0,2,0,0
"Muc5ac",0,0,1,0,0
"Muc5b",0,0,0,0,0
"Tollip",3258,4467,5173,3046,4386
"Gm20501",24,102,104,101,122
"Brsk2",3229,4092,4906,2632,3846
"Mir3104",0,1,0,0,0
"Mob2",556,789,812,580,809
"Gm45630",0,0,0,0,0
"Gm25416",0,0,0,0,0
"Dusp8",3202,4152,5079,3032,4162
"Gm32786",0,1,2,0,1
"Gm45417",0,0,0,0,0
"Gm45618",0,0,0,0,0
"Gm39115",0,0,0,0,0
"Gm45337",0,0,0,0,0
"Gm25370",0,0,0,0,0
"Gm29735",0,0,0,0,0
"Gm4553",0,0,0,0,0
"Krtap5-2",1,1,0,0,0
"Gm10153",0,0,0,0,0
"Krtap5-3",0,0,0,0,0
"Gm7579",0,0,0,0,0
"Gm19094",0,0,0,0,0
"Krtap5-5",0,0,0,0,0
"Gm40460",0,0,0,0,0
"Gm47762",0,0,1,0,1
"Gm2431",0,0,0,0,0
"Gm4559",0,0,0,0,0
"Gm10013",0,0,0,0,0
"Gm45889",0,2,2,1,1
"Krtap5-1",0,0,0,0,0
"Krtap5-4",0,0,0,0,0
"Gm5054",0,0,0,0,0
"Ifitm10",357,467,505,418,563
"Gm49369",0,0,0,0,0
"Ctsd",5447,10577,11357,7331,9426
"Gm26143",0,0,0,0,0
"Syt8",0,0,0,0,0
"Tnni2",4,6,5,5,5
"Lsp1",58,81,87,54,62
"Prr33",2,3,2,0,5
"Tnnt3",3,5,7,5,5
"Mrpl23",221,317,372,308,311
"Nctc1",0,1,1,0,1
"H19",7,15,15,9,8
"Gm27483",0,0,0,0,0
"Mir675",0,0,0,0,0
"Gm27786",0,0,0,0,0
"Gm33148",1,1,1,1,1
"Igf2",74,111,286,40,105
"Gm49394",0,0,0,0,0
"Mir483",0,0,0,0,0
"Igf2os",6,20,27,14,14
"Ins2",1,2,5,10,7
"Gm7290",0,1,1,0,0
"Gm6471",0,0,1,0,0
"Gm39117",0,0,0,0,1
"Th",19,27,50,22,18
"Ascl2",3,7,3,3,4
"Tspan32os",0,2,8,3,5
"Tspan32",2,4,8,3,5
"R74862",88,138,161,97,115
"Cd81",6317,9092,10098,6668,9183
"Trpm5",9,19,22,12,14
"Tssc4",682,1067,1132,925,1049
"Kcnq1",1,10,11,7,7
"Gm38321",0,0,0,0,0
"Gm37235",0,0,0,0,0
"Gm28821",0,0,0,0,0
"Kcnq1ot1",50,107,133,32,81
"Gm27395",0,0,0,0,0
"Gm27389",0,0,0,0,0
"Gm27803",0,0,0,0,0
"Gm27539",0,0,0,0,0
"Gm37364",1,1,3,0,0
"4933417O13Rik",3,3,1,4,6
"Gm38095",0,0,0,0,0
"Gm38065",0,1,0,0,0
"Gm27901",0,0,0,0,0
"Cdkn1c",132,558,656,309,336
"Gm44732",0,0,0,0,0
"Slc22a18",10,26,30,9,22
"Phlda2",0,1,0,0,0
"Nap1l4",1867,2839,3101,1950,2639
"Gm23297",2,0,2,0,1
"Cars",663,962,1077,758,829
"Mir7064",0,0,0,0,0
"Gm15580",0,0,2,0,1
"Gm15579",0,1,1,4,2
"Tnfrsf26",2,3,6,1,3
"E230032D23Rik",0,1,0,0,0
"Tnfrsf22",15,38,30,18,33
"Tnfrsf23",6,11,12,6,10
"Osbpl5",333,428,547,338,409
"Mrgprg",0,0,0,0,0
"Gm44998",0,0,0,0,0
"Mrgpre",155,234,256,160,213
"Gm22064",0,0,0,0,0
"Nadsyn1",57,74,114,61,114
"Dhcr7",519,767,928,560,843
"Gm498",0,0,0,1,1
"Mir6404",0,0,0,0,0
"Shank2",2676,3202,4067,1813,3098
"Mir3105",0,0,0,0,0
"Gm44999",0,0,0,0,0
"Gm14372",1,0,0,0,1
"Cttn",3113,4814,5548,3454,5087
"Gm14376",0,1,5,0,0
"Ppfia1",496,694,827,374,678
"Faddos",0,0,0,0,2
"Fadd",40,79,101,59,75
"Ano1",25,89,50,84,46
"Gm44930",0,0,0,0,0
"Gm10152",0,0,0,0,0
"Gm44929",0,1,0,2,0
"Gm34964",0,0,0,0,0
