"","Veh1","Veh2","STZ1","STZ2","STZ3"
"9330154J02Rik",54,45,56,46,48
"BC018473",54,72,120,119,56
"Cyp3a11",0,0,0,0,0
"Rgs9bp",50,42,56,56,42
"Mia3",8307,7551,8961,8263,8013
"S100a8",6,10,39,6,82
"Sag",152,137,107,182,114
"Gata5os",0,0,0,0,0
"Fam105a",1422,1382,1506,1492,1569
"S100a9",18,10,38,8,75
"Grik2",15240,13031,15856,14650,15913
"Eif3b",6373,6139,6888,6213,6586
"Lipm",42,31,22,27,36
"Gm5468",21,39,76,47,37
"St3gal5",5705,5869,6221,5629,5451
"Gm9990",122,122,110,123,105
"Tas2r134",0,0,1,0,0
"H2-T22",940,963,1173,1042,1237
"Fez2",2115,1930,2412,1949,2157
"B4galt6",20896,19385,21366,19775,20345
"Gm9991",0,0,0,0,0
"Ticam2",41,42,43,28,99
"Pgm3",1318,1217,1339,1203,1371
"Gm9992",2,0,0,0,0
"Trim34a",171,214,228,254,320
"AI504432",4509,4308,6097,4818,4980
"Rdh9",9,23,10,12,6
"Socs6",2958,2844,3096,2841,2984
"Nanos3",43,45,49,39,54
"Car10",3023,3214,3997,4044,2767
"Cndp1",170,237,59,40,29
"Cnot10",3956,3769,4355,4027,3799
"Col8a2",1183,2209,234,159,305
"Olfr283",0,0,0,0,5
"Snx32",3543,3421,3860,3439,3337
"4931417E11Rik",0,0,0,0,0
"Cfl1",24393,23920,27485,23370,25365
"Tas2r135",7,6,8,7,4
"Pgpep1",1281,1380,1085,1067,1120
"Npm3",273,247,249,277,291
"R3hdm1",39099,35058,43553,43945,38408
"Pard6g",442,577,503,490,532
"Lrguk",236,318,214,218,214
"Cebpg",3989,3479,3747,3783,3983
"Gm5423",0,0,0,0,2
"Pla2g4a",341,376,362,383,479
"Spock1",20070,18597,22086,17891,19627
"Spata31",0,2,2,0,0
"Cars2",774,825,857,761,764
"Ncoa4",3580,3524,3594,3322,3957
"Gm5447",14,4,15,5,15
"Kcnq3",36890,32263,36671,36916,36851
"Lrif1",2782,2482,3062,2697,2939
"Cep70",3365,2826,3621,3417,3507
"Dennd1b",5179,4955,5342,5279,5412
"Prr9",0,0,0,0,0
"Lman1l",5,6,1,8,8
"Olfr1322",0,0,0,1,0
"Gm11961",2,0,0,0,0
"Ms4a4b",4,9,17,9,75
"Gsdmc2",0,0,0,0,0
"Synpr",9255,8452,9064,8661,9613
"Gm13247",9,11,6,11,15
"Usp39",2019,1947,2117,1862,1922
"Sertm1",5408,4760,6168,4651,5405
"Tyw1",1474,1502,1613,1510,1548
"1810011O10Rik",81,77,77,92,89
"Gm9996",68,98,103,96,89
"Myh1",20,27,44,65,28
"1810010K12Rik",27,22,21,12,24
"Gm16294",10,15,20,18,25
"Usp34",37502,35048,38186,37612,35953
"Krtap13-1",0,0,0,0,0
"D830013O20Rik",0,0,0,0,0
"Fabp3-ps1",6,22,24,17,20
"Actr3b",7427,6747,7791,7404,7450
"Sftpb",0,0,0,0,0
"Taar1",0,0,1,0,0
"Gpr50",26,32,28,6,12
"AI987944",1120,975,1125,985,1104
"Lig1",351,401,426,398,330
"Prss34",2,0,0,0,0
"Gm12500",50,36,50,36,30
"Gm12396",16,24,13,14,23
"Adap1",6489,6460,7427,7138,6583
"BC043934",39,31,28,33,36
"Uts2b",0,0,0,0,0
"Nat3",0,2,0,0,0
"Slit3",8615,8043,9131,7503,8938
"Tgoln1",15543,15052,16045,14087,15899
"Cyct",0,0,1,2,0
"Hoxaas2",0,2,0,0,0
"Prl2c3",0,0,0,0,0
"Mok",796,747,767,713,782
"Zbtb25",1274,1331,1552,1430,1477
"5730596B20Rik",0,0,0,0,0
"Med12l",10995,9528,11454,10755,10557
"Cd248",79,212,184,132,188
"Chn1",71593,62056,72324,68953,69504
"Mettl7a2",3,1,0,1,1
"Adgrf5",2114,2308,2315,2360,1503
"Foxk1",8981,8089,8416,8748,8383
"Cngb3",0,3,0,27,0
"Tmem154",18,27,34,18,69
"Cebpb",678,724,587,586,889
"1700001K19Rik",0,0,1,0,0
"Gm9999",4,0,2,2,1
"Rab31",4597,4306,4808,4641,4684
"Ptafr",88,129,120,109,360
"Ccdc18",303,296,330,331,325
"Pign",3267,3214,3608,3438,3550
"Rlim",14845,13804,15282,13450,14851
"Defb21",0,0,0,0,0
"Ptprn2",19595,18483,24510,20724,19668
"Olfr324",0,0,0,0,0
"Mpz",0,6,1,2,2
"Tug1",12449,11702,13395,11226,12744
"Zar1l",2,5,10,25,0
"Zfp658",764,636,760,787,688
"Trnp1",5791,6089,6478,5739,5895
"Lrrc48",922,906,766,757,718
"Olfr90",0,0,0,0,0
"Fry",37522,35479,39731,37973,36797
"Krt72",0,0,0,0,0
"Gm10000",3,16,0,0,0
"Chd9",13774,12795,14650,14050,13853
"Ppp1r14b",604,636,751,633,756
"4931429L15Rik",20,27,21,19,16
"Fkbp2",1994,2020,2059,1713,1898
"Dsg3",1,0,1,0,0
"Chst13",0,4,0,0,4
"Hoxb8",0,0,0,0,2
"Apol8",376,400,398,384,410
"Them6",1446,1263,1486,1425,1397
"Retsat",707,764,829,695,829
"Prelid2",15,22,10,22,31
"Kdm5d",5422,4691,5638,5093,4886
"Gpr173",1358,1300,1618,1409,1429
"4930465K10Rik",2,2,7,1,6
"Gm11696",128,140,150,126,117
"D17Wsu92e",15545,15226,16444,15550,15387
"Olfr1350",0,0,0,0,0
"Elmod3",1447,1365,1630,1522,1420
"Gm5533",0,0,0,0,0
"Krtap7-1",1,2,2,0,2
"Ier5",2762,2958,2313,3269,2738
"Gm5420",0,0,0,5,2
"Gm13199",66,42,56,43,82
"Nbeal2",1468,1497,1571,1407,1589
"Ctsll3",0,0,0,0,0
"A930024E05Rik",450,385,422,380,405
"Capg",83,154,117,127,466
"A730036I17Rik",93,145,109,121,117
"Nfil3",558,412,544,502,661
"Dnah9",6173,5939,5485,4879,5758
"C330011M18Rik",306,287,293,254,266
"Grm7",8892,8030,10522,9659,9357
"Hmga2",8,5,15,8,20
"Cspp1",7495,6550,7650,7819,7520
"Setd3",11469,10916,12439,11501,11452
"Gm10010",1275,1084,1372,1157,1205
"Rps6-ps2",0,0,0,0,0
"Rpl21-ps13",6,1,0,2,4
"Olfr667",0,0,0,0,0
"Gm4889",4,2,13,10,11
"St8sia3",15900,13985,17272,14879,15479
"Gm6812",0,0,0,0,0
"Tsnax",9881,8991,10239,9488,9652
"1700028I16Rik",0,3,5,2,3
"Olfr166",0,0,0,0,0
"Zfp663",6,0,6,0,8
"Foxb2",0,0,0,0,0
"Ttc26",1598,1497,1646,1441,1516
"Gm6851",6,4,4,3,8
"Gm16415",0,0,0,0,0
"Pcbp2",12112,12443,12625,11834,11943
"Olfr765",0,0,0,0,0
"Pou3f4",405,367,365,366,392
"Jakmip3",3651,3297,3759,3651,3377
"Olfr1502",0,0,0,0,0
"Olfr702",0,0,0,0,0
"Gulp1",514,740,501,448,398
"Gm10011",5,7,7,7,4
"Rps15a-ps1",0,0,0,0,0
"Gadl1",23,55,54,19,52
"Olfr533",0,0,0,0,0
"Gm4559",0,0,0,0,0
"Glipr1",77,72,108,92,254
"Hist3h2ba",911,1065,1019,868,957
"Immp2l",196,185,213,156,190
"Usp13",3014,2939,3455,3385,2954
"Tas2r102",0,0,0,0,0
"Gm5620",22,26,33,14,35
"Vmn2r107",0,0,0,0,0
"1700017N19Rik",0,0,0,0,0
"Sipa1",711,710,955,759,909
"Cep162",3466,3055,3056,3003,3251
"Olfr394",0,0,0,0,0
"Tas2r113",0,0,0,0,0
"Acbd4",1444,1654,1700,1591,1380
"Commd7",1508,1438,1805,1572,1649
"Gm10015",0,0,1,2,0
"Olfr512",0,0,0,0,0
"Mab21l1",58,107,139,130,70
"Tatdn2",3237,3350,3426,3574,3268
"Olfr315",0,0,0,0,0
"Olfr919",0,0,0,0,0
"Jmjd6",1554,1491,1437,1572,1604
"Gjc3",4383,4247,4587,4037,3528
"Magel2",150,204,216,104,110
"Ces1d",19,12,22,14,16
"Hamp2",0,0,0,3,0
"Fam71d",62,46,48,65,92
"Olfr1178",0,0,0,0,0
"Ide",5522,4892,5316,5361,5585
"Nxf3",6,13,11,13,10
"Myh4",54,57,93,99,44
"Vmn2r-ps159",0,0,0,0,0
"Gm7536",228,198,242,241,268
"Cfhr1",0,2,0,0,2
"1700010B08Rik",0,0,0,0,0
"Olfr397",0,0,0,0,0
"Inca1",175,154,206,162,149
"Skap1",106,105,165,145,143
"Slc35f3",3062,2795,2793,2728,2866
"Olfr297",0,0,0,0,0
"Fam47e",78,91,34,32,31
"Ero1lb",2241,2074,2172,2042,2198
"Spata45",1,4,6,2,3
"Ces1g",0,0,0,0,0
"Fxyd3",2,2,2,6,6
"C030039L03Rik",1575,1442,1556,1479,1549
"Ebf1",251,368,331,384,212
"Zfp180",4210,3585,4420,4028,4140
"Cml1",347,377,435,347,320
"Cntrl",2750,2396,2751,2689,2855
"Npm1",10674,9756,11058,10269,11385
"AF366264",0,0,0,0,0
"Gja5",14,17,31,30,18
"Txnl4a",798,744,1000,763,775
"Rpgrip1",68,78,96,128,89
"Chd6",15898,15268,17622,16320,15059
"Ado",5801,5660,5876,5640,5536
"Scimp",0,4,4,2,28
"Tmem140",80,142,118,97,241
"Trim12c",389,403,381,414,598
"Dph6",1755,1745,1929,1857,1822
"Olfr1301",0,0,0,0,0
"Homez",1536,1460,1368,1317,1463
"Gm6054",4,4,1,4,6
"Gm16372",2,4,5,0,0
"Vmn1r80",0,0,0,0,0
"Prss2",0,0,0,0,0
"Prl3d1",0,0,0,0,0
"Rfx8",20,25,14,25,32
"Krtap19-9b",0,0,0,0,0
"Gm166",310,361,331,322,302
"Gsk3a",9987,9788,11079,10136,10046
"Olfr747",0,0,0,0,0
"5730455P16Rik",7985,7187,8452,7797,8083
"Scn3a",11122,9362,11483,10837,11220
"AB124611",11,13,25,16,144
"Slc44a2",2526,2503,2710,2407,2739
"Ceacam13",0,0,0,0,0
"Vmn1r234",0,0,0,0,0
"Olfr1028",0,0,0,0,0
"Gm15514",0,0,0,1,0
"Gm10807",0,0,1,1,0
"Armc7",464,383,461,439,504
"Gm6578",0,0,0,0,0
"Aadat",16,10,5,12,8
"Atp5sl",1714,1591,2034,1682,1620
"Aak1",53611,48992,57075,52100,53915
"Mettl15",462,443,465,433,503
"Rbbp4",9388,9489,9559,9096,9412
"Ms4a13",0,0,0,0,0
"Gm6139",7,14,11,14,4
"BC051142",223,208,243,235,209
"Gm10020",9,15,11,14,23
"Ccdc176",1147,951,1241,1038,1069
"Olfr1501",0,0,0,0,0
"Snrpg",426,497,581,482,527
"Musk",84,160,167,79,102
"St6galnac2",476,568,157,159,113
"Gm15732",0,0,0,0,0
"Arhgap24",551,479,567,526,660
"Usp17ld",0,0,0,0,0
"Rpl38",2682,2918,3005,2752,3035
"Bcl2",1993,2123,2293,2028,1975
"Cep170",17119,15341,18414,16883,17298
"Chst3",166,247,224,157,199
"Sphk2",1739,1738,1820,1495,1655
"Apol9a",0,4,2,2,12
"Olfr948",0,0,0,0,0
"Olfr347",0,0,0,0,0
"Gm17494",986,978,1154,1060,1011
"Uxs1",4261,3832,4309,4182,3931
"Birc2",3912,3704,4329,3891,4168
"Rpl21-ps12",49,38,51,77,39
"Yipf1",1858,1868,1925,1763,1870
"Ryr3",21997,18653,23241,19182,22983
"Tas2r123",0,0,0,0,0
"Mrpl18",1988,1710,2021,1764,1939
"Zfp759",1205,945,1171,1106,1164
"Ces1c",0,2,2,0,0
"1700042B14Rik",0,0,0,0,2
"Whsc1",16176,15312,17496,17147,16081
"Zfp53",725,616,810,640,777
"Fam173a",1869,1922,1914,1675,1759
"Dcpp3",0,0,0,0,0
"Las1l",4053,3809,4396,4142,3779
"Olfr934",0,0,0,0,0
"Ugt2b37",0,0,0,0,0
"Kir3dl2",10,12,24,6,9
"Mpp7",593,659,364,365,360
"Olfr138",0,0,0,0,0
"Olfr910",0,0,0,0,0
"Cts8",0,0,0,0,0
"Olfr1205",0,0,0,0,0
"Lypd3",0,0,0,0,0
"Rit2",4082,3902,4517,3803,4040
"Phex",63,62,81,57,67
"Olfr591",0,0,0,0,0
"Olfr1415",0,0,0,0,0
"Saa2",2,6,0,2,1
"E2f6",2150,1852,2115,2055,1954
"Fam136a",1455,1468,1666,1367,1604
"Gm6177",0,0,2,0,0
"Olfr1459",0,0,0,0,0
"Bloc1s2",1105,998,1187,990,1128
"Vmn1r177",0,0,0,0,0
"Spop",12467,11551,13382,12520,12333
"Ece1",2541,2900,3228,3005,2666
"Dtnbp1",2675,2365,2741,2648,2705
"Gm15698",0,0,0,0,0
"Olfr310",0,0,0,0,0
"Pus7",1959,1916,1935,2164,1954
"Zfp317",1923,1623,2117,1803,1805
"Lgals8",1979,2080,2326,2029,2180
"Eif1a",3202,2951,3168,2834,3248
"Olfr1508",1,7,0,0,0
"Zbtb8os",1192,1154,1150,1125,1132
"Gm10025",0,0,0,0,1
"Gm10012",2,4,4,6,4
"Vmn1r48",0,0,0,0,0
"Arl16",1224,1132,1374,1210,1188
"Trim30d",188,222,213,254,413
"Lmcd1",213,327,259,231,274
"Gm6807",28,50,44,46,46
"Colq",8,18,16,21,18
"Lce1a1",0,0,0,0,0
"Vmn1r37",0,0,0,0,0
"Gnai1",16467,15290,18052,14686,15839
"Ldoc1",104,100,102,94,100
"Gm5621",2,2,0,0,1
"Prdm2",9783,8359,9817,9349,9113
"Brd9",6832,6062,8100,7331,6950
"Krtap19-2",0,0,0,0,0
"Olfr328",0,0,0,0,0
"Rps18-ps3",58,51,65,64,62
"Gapdh",69407,66334,73562,63848,67545
"Bloc1s3",583,469,626,509,590
"Pkn1",3027,3155,3255,3318,3194
"Gm11938",0,0,0,0,0
"Gm8526",0,0,0,0,0
"Zfp746",2197,2099,2266,2290,2199
"Rpl30-ps1",12,10,6,14,12
"Vmn1r53",0,0,2,3,0
"Tas2r131",0,0,0,0,0
"Mex3b",1847,2033,2128,2188,2099
"9630041A04Rik",1,1,0,3,0
"A830018L16Rik",10940,9523,12555,10367,10354
"Tmem178b",18648,17894,20984,18254,17944
"Sh3rf2",48,100,24,12,14
"Lepr",766,1351,508,386,458
"Krt33b",0,0,0,0,1
"Serpinb9g",0,0,0,0,0
"Prtn3",34,36,48,41,51
"Olfr1186",0,0,0,0,0
"Sptan1",128826,117686,140709,130811,131002
"Megf6",364,415,455,371,313
"Tas2r106",0,0,0,0,0
"Olfr1022",0,0,0,0,0
"Gm6169",0,4,0,2,6
"Ankrd29",2236,1969,2349,1919,2159
"Olfr668",0,0,0,0,0
"Mab21l2",6,6,4,19,4
"Cyb5d2",1156,1140,1214,1063,1166
"Ddx49",1350,1323,1397,1467,1405
"Bak1",596,646,609,577,648
"Vmn1r216",0,0,0,0,0
"Olfr135",0,0,0,0,0
"Gm10030",17,14,22,14,6
"1700084M14Rik",0,0,0,0,0
"1700007G11Rik",44,47,48,23,29
"Olfr1446",0,0,0,0,0
"1600029O15Rik",130,188,165,118,211
"Gm5278",5,8,8,8,6
"Olfr695",0,0,0,0,0
"Zfp119a",510,606,597,612,522
"Xlr3a",40,58,24,61,94
"Rpl32",6924,6932,7473,7062,7646
"Zfp595",626,624,724,576,711
"Krtap6-3",0,0,0,0,0
"Fam204a",1894,1873,1929,1972,1874
"Rpl36",3448,3670,3752,3347,3573
"Abat",18611,17738,19611,17190,18097
"Gm6984",52,52,51,53,52
"Olfr1375-ps1",0,0,0,0,0
"Zfp329",5848,4966,5832,5471,5305
"Zfp105",390,376,473,392,455
"Camk2b",80533,73389,78649,75835,80197
"Adgrf2",135,136,151,134,144
"Olfr739",0,0,0,0,0
"Gm10032",2,0,1,0,2
"Cacnb2",9995,8501,10515,8995,9894
"Gm10033",473,437,470,486,458
"Gsta2",10,10,15,28,12
"Gm17136",0,0,0,0,0
"Unc13d",67,95,78,84,112
"Itpk1",3663,3234,3237,3009,3067
"Fgf18",130,118,97,83,104
"Sema3b",541,923,202,201,208
"Skint11",0,1,3,1,0
"Vmn1r12",0,0,0,0,0
"Zfp809",994,949,1065,895,983
"E030024N20Rik",3,10,7,9,5
"Olfr541",4,2,4,2,3
"Tdpoz3",0,0,0,0,0
"Mdn1",15044,13982,16917,15029,16104
"Sept11",7166,7180,8687,8592,7248
"Olfr502",0,0,0,0,0
"Serpinb3d",0,0,0,0,0
"Ces5a",57,33,59,67,40
"Adtrp",10,0,9,12,12
"Zscan5b",0,0,0,0,0
"Vmn1r237",0,0,0,0,0
"4933430I17Rik",51,39,67,53,64
"Gm9234",8,12,2,3,0
"Defb35",0,3,0,2,0
"Palld",415,418,468,388,492
"Mettl7a3",12,7,58,23,17
"Trim31",5,0,4,0,0
"Gm10036",64,42,44,44,44
"Eml1",3763,3973,4904,4046,3968
"Olfr818",0,0,0,0,0
"Gm11189",5,4,2,4,8
"Sdhc",3758,3847,3760,3506,3521
"Olfr1503-ps1",0,0,0,0,0
"Olfr825",0,0,0,0,0
"Zfp729b",2284,2058,2481,2232,2322
"Nfam1",155,162,156,168,333
"1700084J12Rik",0,3,1,2,5
"Olfr127",0,0,0,0,0
"Gm5771",0,0,0,0,0
"H2-M10.3",0,0,0,0,0
"Tpm3-rs7",60,82,74,80,80
"Vmn1r82",0,0,0,0,0
"Gstm1",8965,8693,10275,8679,9572
"Adamts17",1465,1403,1657,1550,1634
"Xlr3c",3,2,0,0,0
"Chsy3",1070,1109,1560,1584,937
"Sez6l",28234,25633,29035,25359,27858
"T2",39,70,53,29,54
"Gm5431",18,14,25,45,109
"Krtap6-1",0,0,0,0,0
"Smco4",110,146,115,84,93
"Gm5148",561,572,647,565,570
"Gm5407",0,0,0,0,0
"Mmel1",27,20,24,48,25
"Gm13242",0,1,1,0,2
"Olfr746",0,0,0,0,0
"Zfp846",1687,1471,2080,1728,1658
"Olfr1126",0,0,0,0,0
"Olfr66",0,0,0,0,0
"Serpina3k",0,0,1,0,0
"BC021614",0,0,0,0,0
"Arhgap35",28933,26071,31003,26826,27805
"Usf2",4334,3998,4469,4320,4219
"Cryzl1",5286,4997,5571,5457,5330
"Olfr506",0,0,0,0,0
"Gm10037",121,76,125,105,115
"Kcnh1",5991,5593,5140,5489,5217
"Tas2r138",0,0,0,0,0
"Olfr822",0,0,0,0,0
"1700008I05Rik",1,1,6,0,0
"Tspan7",43947,44202,48237,46926,45444
"Idi1",1220,1275,1258,1074,779
"Serpina9",7,8,6,6,6
"Mrps14",1880,2104,2248,1754,1963
"Olfr25",4,0,8,0,2
"Olfr412",0,0,0,0,0
"Gm10038",19,18,35,32,24
"Gm12253",0,0,0,0,2
"Espl1",129,181,122,104,144
"Zfp68",4514,4053,4317,4558,4451
"Prp2",0,0,0,0,0
"Spock2",53882,53034,61478,51758,51559
"Mcm9",596,615,686,633,618
"Upf1",7547,6940,7535,6956,7601
"Ube2e2",5069,4642,4842,4927,5213
"Phf21a",6331,5951,6845,6043,6116
"Dock1",5523,5818,5666,5330,5048
"Xlr5a",0,0,0,0,2
"Zfp85",632,541,664,650,678
"Tas2r117",0,0,0,0,0
"Smim4",232,286,217,209,232
"Krt6a",0,2,0,0,0
"Abce1",9467,8467,9801,8540,9439
"Gm6612",10,22,16,24,18
"Gm10040",5,2,4,2,0
"Krtap21-1",0,0,0,1,0
"Hist1h2bg",872,959,873,795,1006
"Phtf1",5199,4866,5516,4854,5204
"Rrp1b",1220,1145,1166,1306,1171
"Gpr182",54,240,130,202,140
"Prss43",4,15,7,13,7
"Vmn1r64",0,0,0,0,0
"Qrfpr",83,103,157,136,58
"Zfp420",2116,1756,1968,1959,2083
"Txndc9",3744,3437,3789,3657,3706
"Syt17",3752,3456,4002,2948,3866
"Cxcl2",0,0,0,0,8
"Rpl27a-ps2",7,2,15,12,5
"Btnl4",0,0,0,0,0
"Nrf1",1974,1755,1971,1929,1821
"Panx2",6022,5722,6416,6171,5652
"Rpl10-ps3",24,10,14,18,42
"Map2k5",2383,2412,2580,2659,2467
"Znrf2",3971,3846,3835,3400,4336
"Gm26920",0,0,0,0,0
"Dhcr7",1730,1861,2033,1671,1621
"Gm5471",2,0,1,9,1
"Gm8369",25,60,94,30,63
"Wdr91",1858,1915,2001,1877,1936
"Kl",12428,15864,2318,1934,2746
"Olfr869",0,0,0,0,0
"Scp2-ps2",37,32,34,32,21
"Rnf207",366,377,395,432,319
"Pip",0,0,0,0,1
"Fam133b",3577,3144,3731,3606,3745
"Gm10042",0,0,0,0,0
"Olfr801",0,0,0,0,0
"Olfr933",0,0,0,0,0
"Olfr892-ps1",0,0,0,0,0
"Mup5",0,0,12,2,0
"AW822073",0,2,6,0,1
"Gm15590",9,5,13,11,19
"Rpl23a",10322,10212,11653,10646,11294
"Dppa4",0,0,0,0,0
"Rpl5",8461,8097,8811,8225,9191
"Gm2531",161,142,175,206,193
"Defb50",0,0,0,0,0
"Tmed9",3585,3681,3890,3314,3976
"Gpc6",1442,1527,1527,1621,1380
"Cela2a",0,0,0,0,0
"Gm5801",14,7,10,5,15
"Serhl",441,564,339,314,338
"Tmod3",1739,1903,1965,1818,2095
"Vmn1r21",0,0,0,0,0
"Anks1b",35206,30303,38038,33629,33943
"Gm6462",0,0,0,0,0
"Fbxo18",5386,5008,5888,5383,5207
"Rpl30",9019,8646,9293,8622,9591
"Rpl28-ps1",50,68,72,52,55
"Rpl31-ps20",0,0,0,0,0
"Cyp2d41-ps",3,2,1,7,2
"AY761184",0,0,0,0,0
"Adra2b",6,26,16,12,12
"Gm5265",2,5,1,4,5
"Gda",22207,21104,27835,20690,22578
"Gm17383",42,53,41,38,48
"Capn11",36,35,137,278,119
"Olfr875",0,0,0,2,4
"Vmn1r63",0,0,0,0,0
"Zfp110",1752,1773,2066,1676,1836
"Speer4f",0,0,0,0,0
"Eif4b",18844,18714,19893,18489,19790
"Samd12",1162,1036,1397,1211,1207
"Olfr58",2,0,1,0,0
"Olfr69",0,0,0,0,0
"En1",2,4,2,4,2
"Nkx2-9",5,10,12,10,5
"4932411N23Rik",0,0,0,0,0
"Tubb2a",24930,23558,27334,22415,23392
"Vmn2r51",0,0,0,0,0
"Ccser2",16368,15284,17270,16356,16562
"Olfr846",0,0,0,0,0
"Gm8724",0,0,0,0,0
"Memo1",2221,2173,2266,2082,2297
"0610030E20Rik",1826,1618,1881,1690,1649
"Egln2",3322,3149,3571,3425,3314
"Fcer1g",251,259,312,343,953
"Gm4763",1,0,0,0,4
"Gm11937",0,0,0,0,0
"Cd300c",2,0,0,0,0
"Lin9",500,483,485,430,462
"Vmn1r15",0,0,0,0,0
"Kcnt1",4694,4875,6490,6490,4225
"Prr19",2,6,8,0,6
"Kcnj14",119,110,135,135,141
"Gm9174",1,3,0,0,0
"Zfp958",1107,1009,1294,1051,1201
"Osm",7,2,5,6,40
"Thra",41586,40236,44938,39715,43065
"Rnf169",5441,5128,5878,6173,5246
"Hist1h1b",161,130,144,101,193
"Cds2",51941,50599,57030,51413,52433
"Nfe2",4,8,6,2,4
"Nap1l1",15675,15706,18046,16345,16476
"Olfr97",0,0,0,0,0
"Col13a1",84,155,129,112,128
"Olfr331",0,0,0,0,0
"Gm12141",111,82,131,85,98
"0610039K10Rik",2,2,2,2,0
"Ppp1r2-ps3",5,1,2,0,4
"Pirb",16,21,35,40,350
"Olfr146",0,0,0,0,0
"Opn1sw",2,5,2,6,5
"2810428I15Rik",1097,1021,1133,990,1042
"Abi1",14806,12968,14174,14088,14620
"Rps27a-ps2",147,143,170,124,148
"Olfr952",0,0,0,0,0
"Gm4832",2,0,2,1,0
"Gm5582",5,6,12,9,6
"Zfp516",2241,2309,2281,2151,2208
"Zfp708",1,2,1,4,0
"Olfr1025-ps1",0,0,0,0,0
"Deaf1",3124,3100,2960,3348,2948
"Col25a1",8799,8012,8847,7130,8398
"Rsl1",344,296,322,356,347
"Olfr1413",0,0,0,0,0
"Gm10051",28,36,48,31,18
"Pla2g2a",0,0,0,0,0
"C1qtnf3",9,18,15,2,11
"Slc10a5",6,3,6,2,12
"Gm10052",271,254,275,254,304
"Vmn1r6",0,0,2,0,2
"1700011I03Rik",11,11,3,24,8
"Gm10053",113,101,91,75,91
"Gm2174",0,0,0,0,0
"Gm5185",0,0,0,0,0
"Igf1os",2,2,1,1,6
"1700018C11Rik",0,0,0,0,0
"Cfi",0,0,2,0,4
"Gm4822",1,0,0,0,0
"Fam57b",2878,2554,2882,2901,2654
"Kcnc1",15362,14507,16024,15271,14424
"Usp17lc",0,0,0,0,0
"Cecr5",1695,1734,1964,1757,1614
"Olfr1406",0,0,0,0,0
"Vwa8",5966,6080,6250,6412,5760
"Grin2a",91392,78077,91609,84782,90746
"Hnrnpa3",21866,20566,22942,21450,22322
"Sh2d3c",882,1047,1198,1183,981
"Gm5409",0,0,0,0,0
"Kcp",128,71,93,92,49
"Olfr1201",0,0,0,0,0
"9630013D21Rik",28,11,19,32,23
"Olfr128",0,0,0,0,0
"Olfr482",0,0,0,0,0
"Rpl18a-ps1",2,2,2,0,1
"Eno1b",154,158,138,110,142
"Olfr192",0,0,0,0,0
"Klk1b9",0,0,0,2,0
"Olfr15",0,0,0,0,0
"Frem1",1821,2616,867,682,850
"Tma7-ps",16,26,14,16,11
"Rad51b",11,10,9,11,9
"Gm10059",2,0,0,0,0
"Olfr749",0,0,0,0,0
"Rpl18",3908,4110,4130,4008,4540
"Pth",0,0,0,0,0
"Olfr698",0,0,0,0,0
"Fcgr4",6,6,10,16,169
"Olfr157",0,0,0,0,0
"Olfr1504",0,0,0,0,0
"Olfr961",0,0,0,0,0
"Ifitm6",6,9,8,10,24
"Olfr1263",0,2,0,0,0
"Gm10061",0,0,0,0,0
"Lrrc74a",0,0,2,0,0
"Nap1l4",6351,6312,7092,6182,6245
"Ifnl2",0,0,0,0,0
"Olfr814",0,0,0,0,0
"Olfr539",12,10,17,12,18
"Zfp945",2740,2535,2904,2688,2571
"Ntrk3",12214,11318,12904,11975,12654
"Mfsd4",4575,4670,4732,5667,4315
"Rpl26-ps4",0,0,2,0,0
"Gm8129",0,2,0,0,2
"Krt40",0,0,0,0,0
"Pde1a",19629,17900,23993,18098,20704
"Gm8991",6,10,17,7,4
"Skap2",873,943,1141,887,1267
"Mtfmt",1067,1008,1132,1120,1033
"Fam19a1",5533,4474,5430,4874,5216
"Olfr913",0,0,0,0,0
"Gm12715",581,626,630,589,658
"Lep",0,0,0,0,0
"Il1rapl2",355,365,591,615,367
"Olfr1130",1,2,2,1,3
"Vmn1r71",0,0,0,0,0
"Hnrnpm",9141,8009,9890,7984,9289
"Ddn",121106,107663,119606,116311,121985
"Gm13084",0,0,0,0,0
"Olfr494",0,0,0,0,0
"Gm6802",0,0,0,0,0
"Defb4",0,0,0,0,0
"Ppp1r2-ps4",14,13,23,15,13
"Gm10062",34,14,33,29,29
"Foxb1",0,0,2,0,0
"Sept9",7070,6851,7423,6489,6712
"Olfr345",0,0,0,0,0
"Tpt1-ps5",34,26,30,19,22
"Gzmd",0,0,0,0,0
"Usp47",12530,11081,12757,11632,12336
"Zc3h4",5636,5326,6173,5293,5406
"R74862",389,445,485,441,404
"Naa38",1074,1108,1065,913,1104
"Olfr224",0,0,0,0,0
"Vpreb2",0,0,0,0,0
"Cdyl",1976,2013,1991,2018,1893
"Rpl11",8272,8195,8947,8042,8686
"Gm5434",0,0,0,0,0
"Olfr836",0,0,0,0,0
"Vpreb1",34,28,9,4,12
"Slc27a4",4585,4522,5108,4796,4500
"Olfr295",0,0,0,0,0
"Tonsl",3309,3412,3774,3266,3379
"Hopx",3111,3339,3359,2868,3209
"Csf2ra",1091,1222,1307,1202,1318
"Eda",492,573,502,564,508
"Zfp36l3",2,4,2,0,2
"Slc14a1",1510,1777,1729,1680,2414
"Aldoart1",4,2,4,2,2
"Gm10064",0,0,0,0,0
